7593531383635161C192	7583331383335140B121	
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,1,,,
0,,,,
0,,,,
0,,,,
